0000000001,0000000000,000069,-00484,000327,-54388,000202,000429,000000
0000000002,0000001250,000091,-00499,000305,-54631,000202,000429,000000
0000000003,0000002500,000069,-00499,000305,-55618,000202,000429,000000
0000000004,0000003750,000069,-00484,000320,-54874,000202,000429,000000
0000000005,0000005000,000069,-00499,000320,-55130,000202,000429,000000
0000000006,0000006250,000069,-00484,000320,-54872,000202,000429,000000
0000000007,0000007500,000069,-00499,000305,-55622,000202,000429,000000
0000000008,0000008750,000076,-00477,000320,-53891,000202,000429,000000
0000000009,0000010000,000076,-00484,000305,-54637,000202,000429,000000
0000000010,0000011250,000069,-00484,000305,-55122,000202,000429,000000
0000000011,0000012500,000076,-00499,000305,-55124,000202,000429,000000
0000000012,0000013750,000069,-00499,000320,-55125,000202,000429,000000
0000000013,0000015000,000076,-00484,000320,-54385,000202,000429,000000
0000000014,0000016250,000076,-00484,000320,-54390,000202,000429,000000
0000000015,0000017500,000069,-00484,000320,-54878,000202,000429,000000
0000000016,0000018750,000069,-00499,000305,-55615,000202,000429,000000
0000000017,0000020000,000076,-00484,000305,-54634,000202,000429,000000
0000000018,0000021250,000076,-00477,000320,-53894,000202,000429,000000
0000000019,0000022500,000069,-00484,000305,-55126,000202,000429,000000
0000000020,0000023750,000069,-00484,000305,-55122,000202,000429,000000
0000000021,0000025000,000069,-00499,000305,-55615,000202,000429,000000
0000000022,0000026250,000069,-00499,000305,-55616,000202,000429,000000
0000000023,0000027500,000091,-00484,000320,-53893,000202,000429,000000
0000000024,0000028750,000091,-00484,000320,-53900,000202,000429,000000
0000000025,0000030000,000069,-00484,000320,-54875,000202,000429,000000
0000000026,0000031250,000069,-00499,000305,-55619,000202,000429,000000
0000000027,0000032500,000091,-00484,000320,-53894,000202,000429,000000
0000000028,0000033750,000076,-00484,000320,-54388,000202,000429,000000
0000000029,0000035000,000076,-00499,000305,-55126,000202,000429,000000
0000000030,0000036250,000076,-00484,000320,-54383,000202,000429,000000
0000000031,0000037500,000069,-00484,000305,-55130,000202,000429,000000
0000000032,0000038750,000069,-00484,000327,-54382,000202,000429,000000
0000000033,0000040000,000076,-00499,000305,-55128,000202,000429,000000
0000000034,0000041250,000076,-00484,000320,-54387,000202,000429,000000
0000000035,0000042500,000069,-00477,000305,-54630,000202,000429,000000
0000000036,0000043750,000069,-00499,000305,-55622,000202,000429,000000
0000000037,0000045000,000076,-00477,000305,-54377,000202,000429,000000
0000000038,0000046250,000069,-00499,000305,-55626,000202,000429,000000
0000000039,0000047500,000069,-00477,000327,-53886,000202,000429,000000
0000000040,0000048750,000069,-00484,000305,-55132,000202,000429,000000
0000000041,0000050000,000076,-00477,000305,-54383,000202,000429,000000
0000000042,0000051250,000069,-00484,000327,-54389,000202,000429,000000
0000000043,0000052500,000076,-00499,000305,-55125,000202,000429,000000
0000000044,0000053750,000069,-00484,000305,-55121,000202,000429,000000
0000000045,0000055000,000076,-00499,000305,-55127,000202,000429,000000
0000000046,0000056250,000091,-00484,000320,-53894,000202,000429,000000
0000000047,0000057500,000049,-00475,000355,-53798,000212,000379,000040
0000000048,0000058750,000127,-00499,000282,-54126,000214,000485,-00067
0000000049,0000060000,-00009,-00442,000368,-54011,000213,000319,000097
0000000050,0000061250,000168,-00576,000268,-56068,000228,000533,-00125
0000000051,0000062500,-65085,014630,055097,099998,015099,-77846,064490
0000000052,0000063750,-75832,-19225,095057,-40370,053448,-99999,049977
0000000053,0000065000,-48391,-53063,099863,-74343,082664,-89731,008053
0000000054,0000066250,-05990,-84485,090135,-10552,098797,-68289,-27321
0000000055,0000067500,027724,-98991,068319,-91806,099995,-33441,-64954
0000000056,0000068750,066380,-99955,033047,-06069,086191,002804,-87398
0000000057,0000070000,087580,-86903,-03353,-89098,058424,042716,-99864
0000000058,0000071250,099864,-56819,-43364,-25508,022823,072467,-96390
0000000059,0000072500,096133,-23806,-73057,-60430,-17540,094020,-76150
0000000060,0000073750,074833,019692,-94409,-58922,-53547,099998,-48752
0000000061,0000075000,048293,053228,-99999,-31185,-82805,090684,-07736
0000000062,0000076250,005890,084606,-90169,-93744,-98642,069436,027412
0000000063,0000077500,-27823,099092,-68361,-13202,-99998,034444,065078
0000000064,0000078750,-66466,099998,-33062,-99508,-86190,-01678,087530
0000000065,0000080000,-87673,086873,003423,-15992,-58696,-41725,099998
0000000066,0000081250,-99950,056739,043412,-81790,-23228,-71473,096388
