0000000001,0000000000,000200,000101,-19706,000211,000000,000062,000000
0000000002,0000001250,000163,000204,-99572,000151,000000,000062,000000
0000000003,0000002500,000176,-00075,-19351,000188,000000,000062,000000
0000000004,0000003750,000175,000338,-99322,000175,000000,000062,000000
0000000005,0000005000,000176,-66577,-98936,000152,000000,000062,000000
0000000006,0000006250,000164,000287,-19737,000164,000000,000062,000000
0000000007,0000007500,000176,-00030,-19724,000188,000000,000062,000000
0000000008,0000008750,000175,000188,-19775,000187,000000,000062,000000
0000000009,0000010000,000176,033189,-19614,000211,000000,000062,000000
0000000010,0000011250,000175,000279,-99199,000175,000000,000062,000000
0000000011,0000012500,000200,-66584,-98864,000176,000000,000062,000000
0000000012,0000013750,000163,000304,-99250,000151,000000,000062,000000
0000000013,0000015000,000164,-66458,-98793,000129,000000,000062,000000
0000000014,0000016250,000164,-66311,-99287,000129,000000,000062,000000
0000000015,0000017500,000176,000127,-19491,000188,000000,000062,000000
0000000016,0000018750,000176,-66348,-99251,000152,000000,000062,000000
0000000017,0000020000,000164,-66419,-98864,000129,000000,000062,000000
0000000018,0000021250,000176,033469,-19948,000211,000000,000062,000000
0000000019,0000022500,000176,-00092,-19390,000187,000000,000062,000000
0000000020,0000023750,000176,000249,-99482,000176,000000,000062,000000
0000000021,0000025000,000176,000006,-19190,000188,000000,000062,000000
0000000022,0000026250,000176,000144,-99529,000176,000000,000062,000000
0000000023,0000027500,000163,000007,-19360,000163,000000,000062,000000
0000000024,0000028750,000176,000249,-19915,000188,000000,000062,000000
0000000025,0000030000,000175,-00134,-19653,000187,000000,000062,000000
0000000026,0000031250,000200,033614,019972,000246,000000,000062,000000
0000000027,0000032500,000163,-66658,-19828,000151,000000,000062,000000
0000000028,0000033750,000200,-66035,-98832,000176,000000,000062,000000
0000000029,0000035000,000163,-66632,-99382,000128,000000,000062,000000
0000000030,0000036250,000211,000389,-19203,000223,000000,000062,000000
0000000031,0000037500,000163,-00193,-99643,000151,000000,000062,000000
0000000032,0000038750,000176,000354,-19119,000188,000000,000062,000000
0000000033,0000040000,000163,-66539,-99483,000128,000000,000062,000000
0000000034,0000041250,000176,000163,-19509,000188,000000,000062,000000
0000000035,0000042500,000176,000160,-19687,000188,000000,000062,000000
0000000036,0000043750,000164,-66496,-99271,000129,000000,000062,000000
0000000037,0000045000,000175,000297,-19324,000188,000000,000062,000000
0000000038,0000046250,000200,-00054,-20242,000211,000000,000062,000000
0000000039,0000047500,000163,000153,-19125,000164,000000,000062,000000
0000000040,0000048750,000176,000168,-99623,000176,000000,000062,000000
0000000041,0000050000,000175,-00110,020417,000210,000000,000062,000000
0000000042,0000051250,000176,033600,-99344,000188,000000,000062,000000
0000000043,0000052500,000175,-00210,-98917,000175,000000,000062,000000
0000000044,0000053750,000200,033621,-19726,000223,000000,000062,000000
0000000045,0000055000,000176,-66585,-99002,000152,000000,000062,000000
0000000046,0000056250,000106,-66225,-99248,000071,000012,000007,000042
0000000047,0000057500,000263,000168,-19255,000275,000006,000129,-00075
0000000048,0000058750,000021,033082,-99704,000033,000018,-00067,000114
0000000049,0000060000,000343,000483,-18936,000356,000016,000195,-00157
0000000050,0000061250,-88332,-99999,-99782,-88391,019604,-85180,066078
0000000051,0000062500,-76051,033709,020516,-76013,057452,-99999,041569
0000000052,0000063750,-39471,-00174,-20026,-39476,084458,-89741,007149
0000000053,0000065000,-06384,000246,019986,-06362,099330,-64121,-35179
0000000054,0000066250,037123,033241,020093,037174,099320,-31829,-65570
0000000055,0000067500,065997,000196,-99229,066004,083099,009120,-91088
0000000056,0000068750,091962,-00107,-19644,091973,055406,044681,-99882
0000000057,0000070000,099868,033639,-19595,099903,018239,077053,-93733
0000000058,0000071250,092930,-66738,-99335,092917,-20942,095123,-75570
0000000059,0000072500,075212,000528,-19279,075220,-57428,099997,-41226
0000000060,0000073750,039452,-00347,-99532,039444,-85131,089920,-06865
0000000061,0000075000,006450,000524,-98582,006439,-99314,064394,035367
0000000062,0000076250,-37153,-66716,-99464,-37193,-99324,032078,065794
0000000063,0000077500,-66010,000420,-19368,-66006,-83096,-08996,091320
0000000064,0000078750,-91904,-66566,-99261,-91950,-55410,-44440,099997
0000000065,0000080000,-99797,-66201,-98952,-99845,-17558,-76929,093848
0000000066,0000081250,-92825,000035,-98968,-92848,020936,-94882,075685
0000000067,0000082500,-75083,033347,-99221,-75080,058110,-99756,041341
0000000068,0000083750,-39322,033274,020105,-39280,085125,-89678,006980
0000000069,0000085000,-06274,033379,019867,-06227,099995,-64037,-35251
0000000070,0000086250,037294,-00022,019865,037333,099320,-31720,-65679
0000000071,0000087500,066150,000219,020108,066182,083098,009354,-91205
0000000072,0000088750,092009,-00046,-99269,092020,055409,044797,-99882
0000000073,0000090000,099868,000286,-98795,099868,017559,077170,-93617
0000000074,0000091250,092918,-66538,-99234,092894,-20938,095122,-75453
0000000075,0000092500,075118,-66124,-98890,075103,-58108,099998,-41110
0000000076,0000093750,039288,-66539,-99077,039256,-85128,089803,-06634
0000000077,0000095000,006285,000220,-19775,006297,-99316,064278,035483
0000000078,0000096250,-37224,000087,-19536,-37228,-99323,031961,065795
0000000079,0000097500,-66115,000005,-99307,-66135,-83096,-09113,091320
0000000080,0000098750,-91951,000245,-19405,-91949,-55410,-44556,099997
0000000081,0000100000,-99797,-66510,-19989,-99821,-17558,-77045,093732
0000000082,0000101250,-92778,000175,020163,-92754,020937,-94999,075569
0000000083,0000102500,-74977,033335,019770,-74939,058110,-99756,041225
0000000084,0000103750,-39158,000011,020163,-39139,085126,-89563,006864
0000000085,0000105000,-06143,000207,019661,-06121,099995,-63921,-35368
0000000086,0000106250,037411,-66412,020325,037416,099320,-31604,-65796
0000000087,0000107500,066221,-66383,-99465,066205,083098,009470,-91205
0000000088,0000108750,092092,000264,-19282,092102,055409,044914,-99882
0000000089,0000110000,099891,-00193,-20093,099903,017558,077286,-93617
0000000090,0000111250,092836,000523,-19363,092859,-20937,095239,-75337
0000000091,0000112500,075024,-66913,-99373,075008,-58112,099997,-40994
0000000092,0000113750,039193,000767,-98653,039186,-85123,089803,-06517
0000000093,0000115000,006155,-67115,-99482,006132,-99998,064161,035599
0000000094,0000116250,-37353,034089,-19202,-37334,-98641,031844,065910
0000000095,0000117500,-66174,-66990,-99518,-66206,-83103,-09229,091320
0000000096,0000118750,-91998,000538,-19358,-92008,-54729,-44789,099997
0000000097,0000120000,-99797,-66544,-19856,-99821,-17562,-77044,093732
0000000098,0000121250,-92719,-66399,019846,-92718,020939,-94999,075452
0000000099,0000122500,-74858,033529,020273,-74832,058109,-99755,041109
