0000000001,0000000000,-59546,099998,-39271,056131,-93517,077162,017868
0000000002,0000001250,-88615,086379,001220,-43551,-99999,048574,051688
0000000003,0000002500,-99584,062793,037155,049983,-91053,009189,083256
0000000004,0000003750,-96815,023907,071511,-33275,-68979,-27657,098430
0000000005,0000005000,-81523,-11455,091921,-09945,-35339,-64098,099998
0000000006,0000006250,-47929,-52079,099808,033454,002559,-87593,087443
0000000007,0000007500,-15417,-78683,092685,-37019,041288,-99767,058027
0000000008,0000008750,028930,-97672,069831,083442,072485,-96411,025292
0000000009,0000010000,059553,-99998,039207,-57042,093642,-77048,-18008
0000000010,0000011250,088528,-86121,-01300,047064,099996,-48576,-51681
0000000011,0000012500,099681,-62535,-37363,-33598,091211,-09156,-83451
0000000012,0000013750,096770,-23866,-71484,033308,069026,027650,-98351
0000000013,0000015000,081459,011607,-91986,013297,035383,064054,-99999
0000000014,0000016250,047993,052231,-99873,-23514,-02399,087666,-87444
0000000015,0000017500,015353,078835,-92812,037052,-41244,099839,-57910
0000000016,0000018750,-29057,097697,-69832,-83415,-72441,096367,-25293
0000000017,0000020000,-59553,099961,-39208,057111,-93482,077004,018007
0000000018,0000021250,-88656,086146,001299,-47061,-99953,048533,051680
0000000019,0000022500,-99492,062686,037361,053452,-91049,008996,083450
0000000020,0000023750,-96771,023828,071545,-33252,-68866,-27693,098350
0000000021,0000025000,-81523,-11770,091921,-23223,-35107,-64214,099879
0000000022,0000026250,-47739,-52142,099872,046749,002675,-87710,087325
0000000023,0000027500,-15355,-78684,092685,-30516,041404,-99767,057909
0000000024,0000028750,029247,-97671,069644,090127,072601,-96295,025174
0000000025,0000030000,059678,-99999,039020,-60396,093642,-76932,-18126
0000000026,0000031250,088717,-85995,-01426,056975,099997,-48460,-51798
0000000027,0000032500,099808,-62408,-37426,-26963,091094,-08924,-83569
0000000028,0000033750,096769,-23677,-71673,033234,068910,027764,-98468
0000000029,0000035000,081460,011923,-91985,029889,035151,064170,-99998
0000000030,0000036250,047676,052293,-99873,-33496,-02514,087666,-87444
0000000031,0000037500,015227,078962,-92812,037089,-41245,099839,-57910
0000000032,0000038750,-29247,097697,-69769,-86689,-72441,096251,-25175
0000000033,0000040000,-59807,099898,-39209,040536,-93598,076888,018125
0000000034,0000041250,-88655,086083,001488,-43656,-99953,048416,051797
0000000035,0000042500,-99682,062497,037423,040160,-90934,008880,083568
0000000036,0000043750,-96771,023765,071735,-29894,-68750,-27924,098350
0000000037,0000045000,-81396,-11771,091920,-19937,-34991,-64330,099879
0000000038,0000046250,-47740,-52269,099998,043423,002791,-87710,087325
0000000039,0000047500,-15037,-78810,092684,-20578,041521,-99766,057674
0000000040,0000048750,029373,-97672,069644,093388,072601,-96295,025056
0000000041,0000050000,059678,-99935,039019,-57079,093758,-76815,-18244
0000000042,0000051250,088844,-85932,-01614,056980,099996,-48344,-52034
0000000043,0000052500,099680,-62218,-37613,-33581,091094,-08807,-83568
0000000044,0000053750,096644,-23678,-71673,029947,068794,027881,-98469
0000000045,0000055000,081396,012050,-92111,023304,035035,064286,-99998
0000000046,0000056250,047612,052419,-99872,-33546,-02747,087781,-87326
0000000047,0000057500,015037,079152,-92687,043775,-41476,099839,-57792
0000000048,0000058750,-29437,097633,-69644,-99999,-72557,096251,-25057
0000000049,0000060000,-59869,099962,-39022,050545,-93598,076772,018360
0000000050,0000061250,-88845,086082,001614,-47043,-99952,048299,051916
0000000051,0000062500,-99681,062308,037610,040208,-90935,008764,083567
0000000052,0000063750,-96645,023640,071734,-29897,-68635,-28039,098467
0000000053,0000065000,-81272,-11958,091919,-23266,-34879,-64443,099879
0000000054,0000066250,-47487,-52330,099872,046764,002905,-87824,087209
0000000055,0000067500,-14977,-78872,092622,-27215,041634,-99883,057675
0000000056,0000068750,029562,-97734,069457,090121,072715,-96178,024823
0000000057,0000070000,059867,-99935,038833,-57102,093757,-76817,-18477
0000000058,0000071250,088842,-85933,-01611,056993,099997,-48229,-52032
0000000059,0000072500,099808,-62094,-37800,-33585,090980,-08693,-83686
0000000060,0000073750,096643,-23364,-71796,039852,068680,027995,-98468
0000000061,0000075000,081398,012110,-92110,029881,034922,064401,-99880
0000000062,0000076250,047486,052482,-99998,-40094,-02860,087780,-87210
0000000063,0000077500,014913,079149,-92624,043701,-41590,099839,-57558
0000000064,0000078750,-29563,097950,-69458,-76814,-72671,096135,-24824
0000000065,0000080000,-59994,099771,-38896,040568,-93713,076658,018477
0000000066,0000081250,-88971,086086,001673,-46998,-99952,048186,052031
0000000067,0000082500,-99618,062181,037799,050105,-90936,008534,083685
0000000068,0000083750,-96645,023579,071732,-33240,-68520,-28155,098467
0000000069,0000085000,-81398,-12022,092109,-23193,-34762,-64445,099879
0000000070,0000086250,-47424,-52519,099871,040094,003020,-87824,087209
0000000071,0000087500,-14851,-78872,092623,-20561,041750,-99883,057440
0000000072,0000088750,029626,-97735,069394,090078,072831,-96179,024705
0000000073,0000090000,059930,-99935,038708,-57065,093873,-76702,-18595
