0000000001,0000000000,-91985,080195,013586,067760,-99999,055357,046120
0000000002,0000001250,-99999,047125,052814,-43677,-94881,020563,074330
0000000003,0000002500,-92909,013261,080143,-15611,-74887,-21146,095370
0000000004,0000003750,-67679,-29707,098183,005606,-44307,-55864,099998
0000000005,0000005000,-39067,-60998,099997,-37153,-05931,-85430,088808
0000000006,0000006250,004723,-88681,086025,099998,032106,-99644,067193
0000000007,0000007500,037647,-99620,061033,-51461,066463,-99528,030099
0000000008,0000008750,073787,-96279,023355,061893,089702,-85077,-05039
0000000009,0000010000,091966,-79930,-13880,-72068,099881,-55302,-46189
0000000010,0000011250,099998,-47079,-52886,040531,094795,-20645,-74277
0000000011,0000012500,092686,-13128,-80466,-05347,074782,021251,-95491
0000000012,0000013750,067591,029687,-98294,-19316,044259,055792,-99999
0000000013,0000015000,038975,061185,-99998,037113,005853,085331,-88754
0000000014,0000016250,-04689,088931,-86090,-85963,-32068,099546,-67139
0000000015,0000017500,-37803,099554,-61224,027122,-66541,099428,-30045
0000000016,0000018750,-73878,096277,-23418,-75668,-89779,084977,005092
0000000017,0000020000,-91933,080054,013753,075543,-99959,055203,046243
0000000018,0000021250,-99900,047140,052697,-43909,-94756,020545,074215
0000000019,0000022500,-92842,012999,080276,-15492,-74744,-21469,095428
0000000020,0000023750,-67494,-29815,098041,002094,-44220,-56008,099936
0000000021,0000025000,-39067,-61188,099743,-58001,-05814,-85430,088692
0000000022,0000026250,004723,-88807,085837,082646,032222,-99645,067077
0000000023,0000027500,037711,-99620,060843,-54925,066579,-99527,029983
0000000024,0000028750,073660,-96090,023355,068816,089702,-84959,-05154
0000000025,0000030000,092092,-79741,-14008,-58154,099881,-55184,-46306
0000000026,0000031250,099997,-46890,-52949,047454,094795,-20527,-74277
0000000027,0000032500,092686,-12812,-80467,008549,074665,021488,-95491
0000000028,0000033750,067466,029876,-98168,-08901,044259,055908,-99998
0000000029,0000035000,038786,061312,-99998,030163,005737,085450,-88754
0000000030,0000036250,-04751,088931,-86090,-89425,-32299,099546,-67023
0000000031,0000037500,-37930,099555,-60970,034059,-66657,099429,-29929
0000000032,0000038750,-73877,096150,-23293,-75650,-89779,084860,005208
