1,0,-20441,-61978,56161,3925,99218,-65366,-31629
2,1250,-4028,-87051,49899,3098,82957,-88140,6221
3,2500,12652,-98773,35817,2630,55535,-99231,43637
4,3750,26138,-95467,16422,2514,20972,-94122,73253
5,5000,35111,-77345,-5803,2740,-18715,-73354,92893
6,6250,38117,-47501,-27619,3355,-55115,-43796,99823
7,7500,33784,-10132,-44539,4211,-82516,-7127,89285
8,8750,23712,28765,-54666,5205,-98895,32702,64310
9,10000,9535,62579,-56816,6160,-99742,66112,31723
10,11250,-7094,87975,-50536,6998,-83490,88771,-6088
11,12500,-23856,99811,-36038,7557,-55959,99835,-43661
12,13750,-37355,96775,-16816,7643,-21516,95001,-73405
13,15000,-46359,78850,5216,7367,18306,74160,-93051
14,16250,-49331,48861,26879,6781,54581,44405,-99662
15,17500,-45085,11827,43808,5909,82002,7887,-89267
16,18750,-35009,-27570,54295,4892,98483,-31713,-64601
17,20000,-20582,-61538,56256,3974,99290,-65282,-31785
18,21250,-4118,-86990,50133,3162,83159,-88155,6031
19,22500,12596,-98950,35803,2549,55840,-99237,43348
20,23750,26012,-95252,16296,2503,21094,-94069,73080
21,25000,34967,-77533,-5680,2724,-18519,-73429,92768
22,26250,38275,-48009,-27655,3317,-54930,-44062,99910
23,27500,33820,-10346,-44494,4235,-82361,-7302,89325
24,28750,23560,28574,-54467,5300,-98728,32512,64337
25,30000,9655,62485,-56990,6168,-99723,65987,31830
26,31250,-6879,88373,-50841,6988,-83986,88886,-5711
27,32500,-23861,99541,-35917,7562,-55956,99651,-43490
28,33750,-37222,96277,-16793,7643,-21335,94685,-73265
29,35000,-46442,79697,4874,7425,17903,74734,-93197
30,36250,-49495,49271,26997,6753,54372,44795,-99851
31,37500,-44724,11311,43522,5914,81679,7708,-88802
32,38750,-35195,-27055,54092,4952,98396,-31539,-64677
33,40000,-20940,-61783,56569,3933,99874,-65122,-32528
34,41250,-4032,-86772,49930,3143,83250,-87984,5789
35,42500,12385,-98114,35516,2636,55249,-98726,43429
36,43750,26020,-96028,16752,2488,21495,-94552,73122
37,45000,35240,-78249,-5543,2784,-18042,-74058,92925
38,46250,37807,-47091,-27417,3354,-54682,-43741,99370
39,47500,33913,-10699,-44193,4185,-82280,-7180,89108
40,48750,24242,28140,-55020,5253,-99177,32084,65228
41,50000,9507,62568,-56879,6254,-99812,65735,32156
42,51250,-7043,87555,-50452,6991,-83310,88482,-5989
43,52500,-23683,99903,-36451,7474,-56402,99883,-43276
44,53750,-37338,97058,-16938,7682,-22012,95363,-73251
45,55000,-46195,79120,5093,7412,17895,74363,-92858
46,56250,-49245,49195,26604,6788,54318,44622,-99614
47,57500,-45286,12280,43687,5971,81837,8242,-89479
48,58750,-35072,-27277,54392,4904,98502,-31321,-65019
49,60000,-20738,-61685,56073,3875,99253,-64939,-32092
50,61250,-4262,-86862,50235,3158,83391,-87908,5581
51,62500,12441,-98779,35991,2639,56017,-99091,43024
52,63750,26085,-95782,16562,2504,21539,-94404,72951
53,65000,35113,-78324,-5580,2755,-17982,-73934,92739
54,66250,38128,-47732,-27504,3323,-54495,-44153,99585
55,67500,33909,-10558,-44103,4187,-82169,-7473,89304
56,68750,24136,27883,-54700,5215,-98898,31975,65049
57,70000,9716,62486,-56880,6231,-99769,65499,32360
58,71250,-6891,87905,-50790,7027,-83637,88461,-5669
59,72500,-23574,99787,-36374,7518,-56498,99835,-43137
60,73750,-37399,96917,-17146,7644,-22170,95351,-73081
61,75000,-46213,79219,4797,7392,17617,74553,-92764
62,76250,-49248,49432,26641,6807,54104,44827,-99611
63,77500,-45257,11899,43535,6003,81726,8405,-89533
64,78750,-35305,-26915,54268,4942,98412,-31033,-65217
65,80000,-20639,-61376,56029,3978,99277,-64789,-32254
66,81250,-4405,-86810,50121,3129,83396,-87792,5473
67,82500,12258,-98919,36168,2610,56272,-99132,42810
68,83750,26026,-95973,16796,2526,21786,-94487,72792
69,85000,35060,-78480,-5265,2753,-17955,-73917,92680
70,86250,38134,-48224,-27188,3348,-54348,-44452,99736
71,87500,33929,-10836,-44183,4201,-81993,-7816,89475
72,88750,24176,27623,-54674,5230,-98846,31863,65124
73,90000,9756,62097,-56749,6182,-99843,65447,32469
74,91250,-6792,87973,-50801,6980,-83842,88443,-5437
75,92500,-23572,99938,-36618,7542,-56769,99828,-42864
76,93750,-37356,96953,-17223,7685,-22263,95320,-72958
77,95000,-46228,79472,4725,7435,17572,74527,-92689
78,96250,-49229,49625,26360,6841,53894,45109,-99681
79,97500,-45331,12353,43652,5866,81607,8686,-89692
80,98750,-35326,-26841,54045,4887,98458,-30888,-65416
81,100000,-20780,-61204,56109,3982,99251,-64608,-32408
82,101250,-4360,-86691,50357,3155,83555,-87797,5323
83,102500,12199,-99050,36363,2599,56603,-99295,42643
84,103750,25941,-95528,16595,2499,21823,-94298,72580
85,105000,35003,-78539,-5336,2749,-17916,-73830,92544
86,106250,38342,-48739,-27187,3355,-54178,-44889,99998
87,107500,33992,-10746,-44228,4237,-81912,-8056,89657
88,108750,23957,27872,-54231,5234,-98459,31797,64806
89,110000,9937,61902,-56738,6144,-99856,65334,32597
90,111250,-6710,88062,-51286,7031,-84432,88627,-5025
91,112500,-23524,99510,-36453,7555,-56698,99624,-42744
92,113750,-37187,96510,-17057,7643,-22053,94936,-72783
93,115000,-46429,80407,4389,7444,17233,75080,-92861
94,116250,-49544,50120,26404,6809,53678,45625,-99998
95,117500,-44853,11963,43299,6000,81207,8504,-89144
96,118750,-35440,-26234,54007,4924,98261,-30847,-65256
97,120000,-21089,-61358,56726,3960,99998,-64500,-33254
98,121250,-4292,-86782,50188,3121,83574,-87539,5067
99,122500,11983,-97993,35955,2608,55998,-98759,42727
100,123750,25840,-96213,17122,2516,22214,-94796,72646
101,125000,35150,-79005,-5185,2674,-17321,-74477,92602
102,126250,37987,-48366,-26984,3303,-53971,-44588,99518
103,127500,33869,-11377,-43949,4190,-81796,-8003,89481
104,128750,24472,27256,-54893,5227,-98922,31407,65662
105,130000,9945,62112,-56886,6226,-99998,65146,32924
106,131250,-6733,87528,-50666,7014,-83891,88230,-5187
107,132500,-23322,99982,-36902,7560,-56994,99880,-42670
108,133750,-37141,97168,-17416,7666,-22729,95566,-72732
109,135000,-46211,79632,4634,7354,17119,74831,-92540
110,136250,-49436,50139,26213,6859,53591,45437,-99715
111,137500,-45331,12269,43487,6001,81368,8946,-89738
112,138750,-35462,-26293,53901,4879,98285,-30671,-65491
113,140000,-21127,-60524,56303,3934,99600,-64342,-33056
114,141250,-4935,-86548,50431,3425,83891,-87470,4558
115,142500,12601,-98750,36203,2454,56396,-99028,42627
116,143750,24086,-95500,17209,3518,22790,-94499,71524
117,145000,38681,-79969,-5573,853,-18273,-75136,94030
118,146250,-5833,-36169,-20733,26565,-53470,-46200,55054
119,147500,-59286,-12327,-43733,68192,-59803,11242,10925
120,148750,-64637,-7979,-72740,85702,-80234,50179,13868
121,150000,-90697,16448,-79661,99998,-95590,70579,10480
122,151250,-99999,39637,-75485,97594,-82431,87066,2467
123,152500,-83836,54772,-65855,77156,-61679,90533,-5970
124,153750,-63753,65860,-41653,47581,-38139,80673,-9772
125,155000,-29557,60100,-9741,9210,-2344,61258,-16731
126,156250,13389,43607,20715,-31264,33794,29879,-21606
127,157500,48403,26120,48913,-64858,61033,-7969,-18862
128,158750,73714,4777,72300,-88243,82407,-43710,-14687
129,160000,92879,-19130,82960,-99999,91254,-69599,-10568
130,161250,99998,-46615,81860,-96364,80624,-82901,-3638
131,162500,88966,-70104,71019,-76438,61481,-87510,3881
132,163750,66570,-81278,48026,-45964,37937,-80417,9279
133,165000,34910,-75140,13846,-8209,5483,-59796,13976
134,166250,-101,-59653,-22601,30266,-29526,-29586,18950
135,167500,-34303,-37298,-54760,64001,-59033,5380,18756
136,168750,-63412,-8727,-79042,88377,-80781,41569,14440
137,170000,-82074,17011,-90725,99788,-89585,69447,9514
