1,0,33862,-49270,-12012,-90082,-99432,56060,41592,-21177
2,1250,31944,-24357,-37238,-2867,-96225,22312,72613,-2016
3,2500,24002,4095,-56789,-50642,-76401,-16247,91289,16315
4,3750,11415,29954,-66410,-30228,-48122,-53996,99922,-20516
5,5000,-5318,51315,-64276,83506,-13369,-80218,89966,-14820
6,6250,-22590,65273,-52979,51344,24749,-95448,65476,-16665
7,7500,-37487,67886,-32627,52091,57859,-98062,34478,-16893
8,8750,-48876,59565,-5388,73967,79595,-82241,-2952,-62889
9,10000,-54463,42584,22403,55009,91736,-55439,-42054,-72179
10,11250,-52401,17537,47456,62352,88312,-21560,-72837,-68929
11,12500,-44452,-10845,66889,-47538,68204,17076,-91441,-71213
12,13750,-31900,-36768,76445,-65513,39866,54700,-99944,-67410
13,15000,-15076,-57903,74043,-45095,5168,80759,-89760,-36176
14,16250,2209,-71901,62718,-87763,-33061,95910,-65171,-64020
15,17500,17022,-74294,42413,-78913,-66012,98334,-34015,-24662
16,18750,28388,-65743,15030,-79894,-87583,82374,3305,-13300
17,20000,33945,-48874,-12770,-87731,-99565,55415,42428,-11054
18,21250,31823,-23646,-37745,-53557,-95890,21497,73187,14079
19,22500,23788,4837,-57101,-44650,-75810,-17088,91636,18231
20,23750,11099,30614,-66528,12138,-47423,-54696,99976,-21448
21,25000,-5672,51738,-64087,10111,-12546,-80647,89571,-14351
22,26250,-22934,65539,-52583,10081,25559,-95672,64853,-16795
23,27500,-37784,67812,-32043,77514,58457,-97952,33685,-17010
24,28750,-49078,59228,-4655,84293,79971,-81803,-3826,-63438
25,30000,-54539,42106,23043,6663,91809,-54789,-42921,-71723
26,31250,-52317,16858,47956,96921,87987,-20791,-73416,-69804
27,32500,-44239,-11592,67302,51232,67654,17887,-91841,-69431
28,33750,-31534,-37414,76595,-69463,39098,55392,-99992,-72271
29,35000,-14743,-58389,74000,-42726,4295,81166,-89358,-61425
30,36250,2504,-72080,62454,-90218,-33902,96130,-64582,-60823
31,37500,17271,-74182,41816,-74117,-66604,98163,-33272,-26182
32,38750,28561,-65554,14366,-91508,-87968,81856,4195,-11237
33,40000,33916,-48388,-13328,-48395,-99680,54756,43269,-22710
34,41250,31656,-23034,-38246,-65793,-95583,20711,73720,8885
35,42500,23453,5414,-57510,-57381,-75203,-17990,91932,28391
36,43750,10731,31223,-66583,-34603,-46668,-55440,99998,-14951
37,45000,-6049,52105,-63748,6989,-11680,-81059,89165,-15375
38,46250,-23310,65644,-52273,28440,26428,-95885,64187,-17822
39,47500,-38004,67801,-31570,15321,59064,-97724,32908,-12601
40,48750,-49270,58904,-4002,54693,80352,-81237,-4700,-52183
41,50000,-54521,41682,23598,-51439,91948,-54103,-43719,-74497
42,51250,-52184,16377,48464,62454,87678,-19935,-73904,-67338
43,52500,-43995,-12069,67743,-26187,67107,18774,-92122,-73562
44,53750,-31100,-37833,76636,-93065,38445,56133,-99998,-59846
45,55000,-14247,-58809,73846,-76153,3436,81575,-88877,-49267
46,56250,2885,-72137,62061,-82745,-34748,96359,-63934,-72161
47,57500,17616,-74166,41258,-81088,-67232,97977,-32545,-35216
48,58750,28783,-65299,13744,-79921,-88344,81276,5065,-12816
49,60000,34001,-47914,-13997,-84320,-99788,54035,44031,-21695
50,61250,31577,-22403,-38882,-14574,-95277,19896,74193,23811
51,62500,23316,6045,-57883,10005,-74641,-18877,92208,5073
52,63750,10420,31644,-66782,-35540,-45903,-56163,99923,-21773
53,65000,-6493,52461,-63740,-17482,-10853,-81482,88691,-14064
54,66250,-23639,65779,-51985,63969,27262,-96101,63594,-16849
55,67500,-38334,67659,-31009,92607,59662,-97519,32151,-17561
56,68750,-49448,58699,-3459,23210,80679,-80739,-5569,-63755
57,70000,-54537,41147,24316,23708,92053,-53395,-44469,-72692
58,71250,-52045,15663,49049,95849,87346,-19087,-74429,-67320
59,72500,-43788,-12778,68117,-25560,66510,19669,-92421,-74970
60,73750,-30893,-38390,76825,-94350,37754,56837,-99962,-55051
61,75000,-13843,-59129,73709,-73960,2606,82005,-88412,-37009
62,76250,3236,-72496,61825,-87409,-35598,96549,-63308,-78545
63,77500,17931,-74141,40696,-10636,-67805,97816,-31773,-31759
64,78750,28987,-64939,13114,-56294,-88683,80801,5967,-11801
65,80000,34034,-47482,-14527,-96356,-99882,53317,44847,-21465
66,81250,31523,-21839,-39407,-55193,-94970,19063,74719,-1277
67,82500,23112,6578,-58241,-13448,-74087,-19768,92565,2238
68,83750,10111,32206,-66906,-57722,-45186,-56899,99915,-21050
69,85000,-6892,52943,-63575,56305,-10006,-81891,88236,-13538
70,86250,-23967,66003,-51566,21396,28102,-96323,62965,-18971
71,87500,-38578,67610,-30420,27930,60265,-97345,31363,-11510
