1,0,-1562,21685,-50113,-1218,4933,-85513,82122,-86664
2,1250,-3189,23814,-35309,-1206,37531,-98100,52651,-97885
3,2500,-4556,20924,-10170,-1128,71317,-97356,17875,-96552
4,3750,-5219,14903,14464,-989,89997,-71399,-15612,-72567
5,5000,-5246,7625,34818,-808,99998,-40055,-48824,-44947
6,6250,-4088,-3141,49773,-583,90206,-6358,-77240,-9733
7,7500,-2757,-12845,58886,-424,61017,28641,-95072,32524
8,8750,-1003,-19864,56508,-286,29840,59802,-99885,65652
9,10000,1213,-25222,43920,-204,-5549,85188,-82143,86230
10,11250,2920,-27553,28135,-221,-39841,98610,-51908,98398
11,12500,4096,-24364,4700,-312,-69962,96352,-20418,95760
12,13750,4889,-18414,-21191,-454,-90763,70765,15742,72142
13,15000,4871,-11146,-40889,-619,-99921,39223,48923,44313
14,16250,3731,-267,-56185,-848,-90273,5839,76970,9390
15,17500,2364,9311,-65127,-1027,-60998,-29169,94362,-33066
16,18750,601,16326,-62589,-1164,-29846,-60317,98884,-66057
17,20000,-1595,21670,-49719,-1223,5634,-85581,80762,-86480
18,21250,-3293,23956,-34089,-1203,40056,-98895,50253,-98591
19,22500,-4492,20633,-10341,-1123,70175,-96267,18544,-95536
20,23750,-5247,14679,15287,-999,90747,-70578,-17071,-71826
21,25000,-5206,7350,35121,-813,99759,-39105,-49581,-43980
22,26250,-4058,-3486,50144,-576,89718,-5476,-77871,-8707
23,27500,-2716,-13103,58979,-418,60130,29546,-95436,33595
24,28750,-959,-20009,56285,-297,28950,60594,-99712,66360
25,30000,1254,-25328,43532,-216,-6479,85687,-81397,86653
26,31250,2960,-27458,27443,-217,-40635,98826,-51120,98607
27,32500,4120,-24220,4007,-317,-70699,95916,-19403,95317
28,33750,4906,-18271,-21769,-457,-91172,69902,16686,71414
29,35000,4840,-10761,-41333,-625,-99941,38452,49716,43578
30,36250,3669,68,-56488,-854,-89675,4890,77627,8250
31,37500,2331,9587,-65277,-1030,-60143,-30097,94665,-34164
32,38750,546,16489,-62200,-1168,-28953,-61088,98766,-66719
33,40000,-1649,21775,-49228,-1220,6583,-86022,80043,-86853
34,41250,-3319,23934,-33639,-1216,40912,-99135,49400,-98824
35,42500,-4504,20541,-9628,-1138,70898,-95828,17588,-95071
36,43750,-5275,14592,15860,-975,91136,-69715,-17947,-71113
37,45000,-5194,7027,35560,-796,99787,-38326,-50405,-43241
38,46250,-4003,-3894,50459,-572,89098,-4489,-78504,-7559
39,47500,-2682,-13297,59091,-416,59234,30428,-95706,34662
40,48750,-903,-20259,56033,-283,28130,61362,-99565,67025
