230,286250,383,-1557,7861,5040,-1271,-2388
231,287500,383,-1557,7861,7039,-2690,-987
232,288750,383,-1557,7861,7887,-3387,512
233,290000,383,-1557,7861,7634,-3380,2017
234,291250,383,-1557,7861,6274,-2562,3185
235,292500,383,-1557,7861,3889,-975,3884
236,293750,383,-1557,7861,1030,943,4109
237,295000,383,-1557,7861,-1913,2948,3673
238,296250,383,-1557,7861,-4664,4778,2616
239,297500,383,-1557,7861,-6625,6070,1264
240,298750,383,-1557,7861,-7444,6679,-152
241,300000,383,-1557,7861,-7127,6532,-1513
242,301250,383,-1557,7861,-5702,5570,-2567
243,302500,383,-1557,7861,-3279,3842,-3211
244,303750,383,-1557,7861,-381,1737,-3359
245,305000,383,-1557,7861,2579,-417,-2829
246,306250,383,-1557,7861,5360,-2364,-1718
247,307500,383,-1557,7861,7316,-3730,-336
248,308750,383,-1557,7861,8128,-4399,1130
249,310000,383,-1557,7861,7824,-4356,2613
250,311250,383,-1557,7861,6414,-3493,3741
251,312500,383,-1557,7861,3994,-1851,4398
252,313750,383,-1557,7861,1110,100,4584
253,315000,383,-1557,7861,-1845,2114,4120
254,316250,383,-1557,7861,-4594,3949,3028
255,317500,383,-1557,7861,-6520,5220,1673
