1,0,-52517,-96597,68105,20090,-96605,666,16569,4289
2,1250,-52466,-98338,68104,20090,-95670,5005,45537,18113
3,2500,-52476,-90552,68107,20090,-83535,10348,70115,17539
4,3750,-52467,-90754,68096,20090,-58835,15140,79482,11130
5,5000,-52459,-77051,68095,20090,-23682,19456,74742,24889
6,6250,-52476,-86633,68110,20090,10709,22259,59919,11053
7,7500,-52477,-83872,68101,20090,47266,23374,32355,22293
8,8750,-52472,-80825,68092,20090,73054,22501,1824,12471
9,10000,-52448,-86308,68093,20090,89282,19797,-31221,7926
10,11250,-52461,-67701,68087,20090,91638,15426,-63334,16870
11,12500,-52463,-86234,68105,20090,80701,10766,-84734,12439
12,13750,-52479,-69215,68079,20090,58644,5565,-98960,23510
13,15000,-52458,-83081,68100,20090,24715,1225,-96157,18148
14,16250,-52468,-93688,68093,20090,-8556,-1733,-83022,23822
15,17500,-52488,-72135,68100,20090,-46491,-3341,-57769,20408
16,18750,-52449,-64868,68107,20090,-73508,-2663,-27212,19734
17,20000,-52481,-77644,68104,20090,-92167,-397,5316,28161
18,21250,-52475,-67922,68092,20090,-97909,3682,38403,17868
19,22500,-52480,-73852,68100,20090,-88503,8428,61923,24195
20,23750,-52480,-73625,68091,20090,-69041,13511,78048,17098
21,25000,-52449,-66057,68107,20090,-35518,18147,77595,16091
22,26250,-52474,-70628,68104,20090,-1537,21436,66331,15888
23,27500,-52463,-70044,68105,20090,35532,23237,42752,12468
24,28750,-52458,-55995,68107,20090,65626,22972,12140,17041
25,30000,-52484,-58536,68100,20090,84803,20945,-19389,8488
26,31250,-52489,-57599,68078,20090,92789,16991,-53546,19825
27,32500,-52461,-57908,68104,20090,85410,12397,-78212,15834
28,33750,-52474,-57820,68107,20090,68180,7385,-95496,17099
29,35000,-52475,-57816,68079,20090,36496,2511,-98877,23899
30,36250,-52482,-57798,68097,20090,3284,-795,-88458,22470
31,37500,-52487,-57904,68108,20090,-33624,-3039,-67952,31123
32,38750,-52478,-57609,68104,20090,-65506,-3093,-37877,18090
33,40000,-52448,-58294,68104,20090,-86273,-1384,-6661,22422
34,41250,-52469,-56847,68108,20090,-98306,2102,27913,21736
35,42500,-52488,-60168,68092,20090,-92868,6729,54662,21204
36,43750,-52485,-66789,68100,20090,-77789,11667,73746,12242
37,45000,-52482,-56614,68107,20090,-48023,16656,79579,13759
38,46250,-52471,-58263,68104,20090,-13423,20427,71280,20395
39,47500,-52475,-57632,68107,20090,22337,22818,52732,5667
40,48750,-52479,-57907,68089,20090,56604,23272,22916,17071
41,50000,-52459,-57789,68105,20090,79044,21859,-7877,11747
42,51250,-52483,-57827,68092,20090,91961,18553,-41997,13988
43,52500,-52487,-57809,68101,20090,89326,14026,-70734,21101
44,53750,-52479,-57813,68108,20090,75778,9254,-90079,17341
45,55000,-52471,-57813,68092,20090,48841,4064,-99999,21495
46,56250,-52486,-57813,68088,20090,14809,235,-93051,19394
47,57500,-52451,-57813,68102,20090,-19633,-2414,-76982,23552
48,58750,-52483,-57813,68107,20090,-56026,-3348,-48778,17296
49,60000,-52491,-57813,68104,20090,-79476,-2161,-18158,29531
50,61250,-52467,-57813,68106,20090,-95957,625,15697,26507
51,62500,-52488,-57813,68104,20090,-96182,5012,46090,16717
52,63750,-52500,-57813,68107,20090,-84455,9825,67533,18108
53,65000,-52471,-57813,68090,20090,-60330,14942,79728,10239
54,66250,-52465,-57813,68104,20090,-25550,19211,75202,23164
55,67500,-52496,-57813,68105,20090,8535,22091,61196,9006
56,68750,-52487,-57813,68107,20090,45309,23341,34328,12712
57,70000,-52467,-57813,68100,20090,71879,22555,3590,18702
58,71250,-52486,-57813,68092,20090,88665,19988,-29147,8913
59,72500,-52486,-57813,68108,20090,92043,15715,-61527,17546
60,73750,-52458,-57813,68106,20090,81805,11089,-83458,11847
61,75000,-52481,-57813,68101,20090,60750,5916,-98443,20678
62,76250,-52461,-57814,68091,20090,27012,1453,-96896,14429
63,77500,-52503,-57807,68107,20090,-5789,-1529,-84332,19213
64,78750,-52505,-57835,68106,20090,-43730,-3309,-60245,21813
65,80000,-52480,-57721,68099,20090,-71808,-2759,-29562,20502
66,81250,-52488,-57984,68086,20090,-91034,-651,2584,26868
67,82500,-52467,-57322,68097,20090,-98244,3280,36035,19291
68,83750,-52477,-58834,68107,20090,-89819,7969,60219,25077
69,85000,-52474,-54377,68104,20090,-71426,13052,77311,16232
70,86250,-52476,-46804,68088,20090,-38482,17786,78257,19551
71,87500,-52491,-48987,68092,20090,-4748,21150,67775,17854
72,88750,-52472,-41527,68105,20090,32066,23137,45661,12935
73,90000,-52464,-56915,68107,20090,63430,23037,14887,20546
74,91250,-52474,-58603,68093,20091,83482,21201,-16261,9714
75,92500,-52489,-43697,68069,20088,92794,17426,-50434,11248
76,93750,-52474,-35422,68083,20099,86845,12882,-76195,14083
77,95000,-52493,-54491,68097,20087,70459,7909,-94120,15955
78,96250,-52288,-55444,68096,20271,41058,3070,-99665,21744
79,97500,-52534,-50265,68106,20058,5867,-609,-89677,19104
80,98750,-51822,-50600,68026,20635,-25494,-2410,-72115,27847
81,100000,-53291,-36242,68056,19313,-70478,-4086,-38960,13332
82,101250,-36610,-32013,67688,34165,20772,17260,-18889,2591
83,102500,2667,8158,68246,70569,94038,32346,5765,31026
84,103750,38201,-47232,64773,99789,67672,26171,-5034,-99999
85,105000,67665,-46803,36781,99998,62083,5038,-81916,66193
86,106250,90087,-25629,-2262,83572,15585,33037,-80173,16427
87,107500,99998,-83099,-39501,57592,11764,79025,-54119,-17247
88,108750,92092,-87958,-71073,20455,-14844,90842,-46849,7525
89,110000,67569,-80162,-92835,-22603,-57713,99998,-35881,12613
90,111250,33380,-78584,-99999,-60856,-85021,90141,-14948,18252
91,112500,-5401,-93832,-89768,-87062,-99999,48970,15444,68220
92,113750,-44675,-88182,-65435,-99999,-98290,29670,60084,27677
93,115000,-77898,-99998,-33582,-99942,-91489,10557,82935,39432
94,116250,-96771,-91064,1338,-83995,-67945,-34031,99998,18971
95,117500,-99999,-63843,35750,-54196,-38712,-73794,93917,36576
96,118750,-90915,-71818,65589,-17783,-2888,-91144,80617,7095
97,120000,-72600,-54746,86914,19116,30445,-99999,54663,18745
98,121250,-46915,-58535,96236,51464,54986,-90721,25853,3251
99,122500,-15599,-42869,93244,77246,68788,-69531,-7938,2583
100,123750,15756,-32657,80961,94305,71266,-38968,-36857,5078
101,125000,44484,-16094,58195,99006,55865,597,-56472,4360
102,126250,66237,-24374,23622,85788,31209,35256,-64577,3563
103,127500,76165,-18168,-14067,59568,1829,65817,-63061,12870
104,128750,71721,-47280,-46937,24510,-31878,84477,-48143,10494
105,130000,51924,-86168,-68032,-13456,-62025,91999,-27075,39090
106,131250,21437,-64836,-74508,-47652,-84996,82945,1026,48557
107,132500,-15138,-73331,-67250,-74893,-97974,60595,33138,26425
108,133750,-51531,-60005,-47771,-89553,-99902,31654,60975,22748
109,135000,-79579,-66737,-19275,-87992,-87598,-5219,79416,37858
110,136250,-95688,-58639,14091,-70959,-64796,-41591,97030,25919
111,137500,-99904,-53152,45625,-44895,-33221,-71128,74708,-5217
112,138750,-93332,-95810,69879,-16067,857,-89696,37340,75486
113,140000,-77310,-41291,88440,16238,35270,-96692,39601,-10640
114,141250,-53696,-35757,99624,48455,60022,-85646,11176,34489
115,142500,-25034,-30788,99998,75077,74617,-63840,-11009,-7451
116,143750,3674,-10446,88935,90711,76460,-28877,-54119,-19704
117,145000,29887,-12671,67513,94442,61038,5862,-91708,31092
118,146250,51420,-20568,36182,84349,34922,34691,-90964,-13037
119,147500,63156,-15920,1397,62353,4921,73122,-95439,23946
120,148750,60214,-57356,-30584,29503,-28551,89427,-74268,4168
121,150000,41568,-42099,-52776,-8588,-58531,97669,-55355,21881
122,151250,12283,-63101,-60929,-43292,-80766,88840,-24634,18068
123,152500,-21898,-49928,-53224,-67857,-93986,65722,5431,28561
124,153750,-54815,-41048,-34148,-79748,-97033,52054,34904,24508
125,155000,-79788,-19532,-7382,-77099,-82340,60911,57143,12768
126,156250,-95233,-21945,22196,-62976,-38010,65040,65572,32693
127,157500,-99251,-11878,52005,-38371,-20054,72729,70934,-12905
