151,187500,20491,-64942,-34913,-99999,54138,44837
152,188750,20801,-31701,-60332,-94137,18740,74748
153,190000,18607,7232,-78580,-73521,-21161,94526
154,191250,14452,44707,-87319,-43007,-56700,99654
155,192500,9067,74591,-84189,-5055,-82947,87799
156,193750,2782,93840,-70428,33817,-98136,63889
157,195000,-2564,98324,-48177,66134,-97470,31210
158,196250,-6931,87725,-20629,88721,-81351,-8781
159,197500,6504,67863,9526,68273,-53380,-44223
160,198750,42728,38877,32099,35641,-9427,-64344
161,200000,74322,1935,48365,27943,32063,-84298
162,201250,93750,-31347,59487,18550,63598,-94077
163,202500,98805,-58169,58290,6943,84416,-84846
164,203750,88480,-78878,45924,-5913,93862,-64804
165,205000,64127,-88512,24244,-17567,89542,-37174
166,206250,30707,-82866,-3696,-29394,71871,-1049
167,207500,-6941,-67180,-32478,-35463,43612,33921
168,208750,-44393,-39919,-57845,-33409,7259,63460
169,210000,-75492,-6253,-78908,-27176,-31352,85258
170,211250,-94940,25989,-90752,-17340,-63237,92290
171,212500,-99999,55130,-90016,-5487,-83479,82798
172,213750,-90229,77585,-77644,6389,-92371,64309
173,215000,-67133,86936,-55884,16886,-88015,36969
174,216250,-33142,83694,-26911,26053,-71029,1559
175,217500,5992,67105,4714,32255,-43960,-32196
176,218750,43129,38649,34332,31994,-8262,-61710
177,220000,74124,3800,56484,26323,30205,-83888
178,221250,94235,-30632,68375,17089,62030,-91437
179,222500,99998,-60947,67560,5351,82117,-82276
180,223750,91577,-82652,54469,-6130,90525,-64328
181,225000,70249,-91730,31437,-16519,86289,-37387
182,226250,37973,-87996,455,-25767,69345,-2178
183,227500,162,-71847,-33015,-31643,42540,31614
184,228750,-36545,-43224,-63082,-31217,7468,60775
185,230000,-67419,-8104,-86797,-25613,-30523,82666
186,231250,-87171,27544,-99998,-16497,-62214,90028
187,232500,-92914,59197,-99325,-5132,-81863,81338
188,233750,-84895,81428,-86515,6085,-89833,63578
189,235000,-64453,91316,-62819,16073,-85446,36918
190,236250,-32468,87282,-31352,24909,-68645,2091
191,237500,-2770,71818,6148,20617,-42786,-32642
192,238750,5815,42249,47034,10872,-10462,-63648
193,240000,5877,2408,80519,8585,26412,-85330
194,241250,6092,-37259,99176,5833,58739,-91520
195,242500,6001,-70738,99998,2671,79734,-81455
196,243750,5995,-92213,83385,-376,89023,-62311
197,245000,6078,-98994,50968,-3295,85769,-34049
198,246250,6053,-91795,9721,-4600,69289,41
199,247500,6012,-69421,-11270,-1434,45331,32800
200,248750,6028,-37583,-12902,161,17166,65917
201,250000,5966,-8428,-14300,-298,-18536,86220
202,251250,5984,-121,-15753,-532,-50041,91534
203,252500,6041,0,-16833,-667,-74459,83012
204,253750,6055,1365,-17355,-992,-89788,63672
205,255000,5915,3803,-18267,-1194,-90304,34543
206,256250,5916,4952,-18778,-1567,-76026,-1498
207,257500,6042,5268,-18731,-1600,-53191,-37549
208,258750,6020,6304,-18232,-874,-21299,-66670
209,260000,5997,6081,-17405,463,16040,-86241
210,261250,6033,5351,-16041,1726,49077,-92867
211,262500,5961,3491,-14762,1166,69349,-83094
212,263750,5990,1991,-14171,729,74493,-62237
213,265000,5983,2057,-13430,756,76492,-32828
214,266250,5925,2106,-13218,760,80850,3793
215,267500,5898,1988,-13287,795,85129,39234
216,268750,5899,2169,-13932,969,89829,68048
217,270000,5912,1844,-14433,801,85826,87636
218,271250,5960,2137,-15495,-667,75480,93372
219,272500,5927,2311,-16676,-4934,66838,83199
220,273750,5930,1712,-17254,-5239,54717,61679
221,275000,5899,1558,-17684,-1831,41936,31510
222,276250,5997,2149,-17993,-1688,29340,-5346
223,277500,5974,2316,-17641,-1644,20017,-40513
224,278750,5959,2328,-17437,-1769,10069,-68956
225,280000,5949,1950,-16666,-1612,228,-88462
226,281250,5804,2131,-15428,-218,-6219,-95306
227,282500,5823,1997,-15279,2295,-11084,-94006
228,283750,5874,2097,-15541,4565,-16485,-90289
229,285000,5991,2050,-15511,5706,-20959,-87714
230,286250,5970,1882,-15518,5723,-23246,-66566
231,287500,5854,2246,-15331,4694,-23893,-42805
232,288750,5867,2338,-15530,2645,-23177,-49740
233,290000,5903,2227,-15457,-106,-21466,-44568
234,291250,5927,1934,-15347,-2998,-19461,-23480
235,292500,5964,1897,-15402,-5773,-17480,-8368
236,293750,5864,2119,-15360,-8001,-15848,-1564
237,295000,5839,2318,-15049,-9093,-14894,2427
238,296250,5837,1699,-15248,-9050,-14635,5729
239,297500,5896,1838,-15250,-7946,-15042,9960
240,298750,5871,1963,-15226,-5807,-16138,15596
241,300000,5881,1895,-15487,-2959,-17728,26733
242,301250,5809,1344,-15409,0,-19402,44227
243,302500,5830,1469,-15161,2795,-20954,53271
244,303750,5817,1570,-14987,5047,-22106,54737
245,305000,5816,1860,-14949,6183,-22600,55721
246,306250,5879,1939,-15106,6166,-22375,56607
247,307500,5895,1969,-15096,5075,-21461,57250
248,308750,5834,2354,-15228,2962,-19785,57432
249,310000,5892,1925,-15249,179,-17510,57106
250,311250,5903,1517,-15251,-2723,-15155,56147
251,312500,5896,1859,-15016,-5491,-12951,54466
252,313750,5807,1993,-14978,-7668,-11149,52469
253,315000,5784,1512,-14935,-8694,-10043,49998
254,316250,5849,1336,-15152,-8602,-9667,47909
255,317500,5828,1606,-14953,-7446,-10037,42665
